ADM3_PCODE,Walking_Only_Travel_Time_to_Healthcare_min,Walking_Only_Travel_Time_to_Healthcare_max,Walking_Only_Travel_Time_to_Healthcare_mean,Walking_Only_Travel_Time_to_Healthcare_median,Walking_Only_Travel_Time_to_Healthcare_stdDev,Motorized_Travel_Time_to_Healthcare_min,Motorized_Travel_Time_to_Healthcare_max,Motorized_Travel_Time_to_Healthcare_mean,Motorized_Travel_Time_to_Healthcare_median,Motorized_Travel_Time_to_Healthcare_stdDev,Travel_Time_to_Cities_min,Travel_Time_to_Cities_max,Travel_Time_to_Cities_mean,Travel_Time_to_Cities_median,Travel_Time_to_Cities_stdDev
CI040104,62.0,337.0,208.63025894359689,220.66666666666666,67.7678969911134,39.07878875732422,122.35517120361328,64.58026305819351,62.7594846089681,15.706006253253578,116,227,154.60569458769874,152.0,19.322710317020277
CI040105,107.0,466.0,270.6599261508823,262.7142857142857,87.15041785692915,10.663043975830078,104.36222839355469,39.727141044360806,37.70799330391809,16.272032198007498,63,153,97.26635182682921,96.0,18.93723846435758
CI040201,0.0,316.0,108.81565701597465,102.66251074806536,68.07016783606348,0.0,126.41645050048828,36.63767132225092,26.74687805175781,29.523641240724235,80,273,165.74339475031516,160.00000000000003,47.396851933439976
CI040202,0.0,131.0,64.29255245924209,61.99999999999998,25.754935708311383,0.0,89.08238983154297,28.062198754296936,21.780659866333007,21.900357850639836,45,172,90.00389388188553,89.00000000000001,27.464214131324415
CI040203,0.0,198.0,90.66662301307964,91.00000000000001,36.95143958591878,0.0,120.88661193847656,46.031795441488626,43.1259822845459,26.388088643153186,62,219,126.10314796928961,123.0,39.029731814574994
CI040204,0.0,210.0,104.32576181882297,101.99999999999999,43.75647953313642,0.0,110.81769561767578,28.743633406478832,24.194322949468955,19.372801311150916,146,306,221.36367125106307,228.0,36.03231188808181
CI040205,0.0,164.0,88.78756354618722,94.00000000000001,33.245188638587706,0.0,88.09000396728516,31.41457732096713,30.200442614433097,17.545149887417956,200,307,260.112461252325,260.0,22.579664962998596
CI040206,15.0,150.0,86.86622663326267,89.00000000000001,28.435915927651614,1.9513120651245117,109.1867904663086,25.92933731336865,20.30780792236328,18.991764494937186,154,326,243.67639236847174,247.0,37.3590665566341
CI040301,0.0,227.0,95.70374731157476,91.0,46.92174801286005,0.0,116.34894561767578,23.532410349858935,18.714644022573502,19.811118854950752,44,227,92.0820695772304,82.99999999999997,34.175771250701175
CI040302,0.0,217.0,90.5882011824276,78.0,49.923473803483894,0.0,83.11151885986328,19.557692340270368,15.73937323177562,15.162760787121774,54,197,94.80775649910886,89.00000000000001,25.387074156471645
CI040303,0.0,225.0,104.80053840081995,104.0,53.156141209705595,0.0,67.91558074951172,22.496774047408444,20.721013347230077,14.159331855194479,27,137,64.7137227412495,60.99999999999999,22.06559687348795
CI040304,0.0,334.0,167.11138223620097,166.3,77.95074646676633,0.0,212.61083984375,55.632312022764744,47.57963454455337,38.84758079163975,62,264,141.66912791910607,137.0,45.46933627493987
CI050101,0.0,164.0,90.4743080178428,95.0,37.31152244813961,0.0,64.8814926147461,24.51813929548877,21.6125950695752,14.401378706866739,57,153,96.61216115749735,96.00000000000001,18.13863296188209
CI050102,0.0,381.0,154.50611159904577,142.28267477203647,88.87785746668408,0.0,154.3354034423828,38.054211527319666,29.54542077506374,30.53530528086303,44,239,97.74880340503381,86.0,39.993540819002924
CI050103,0.0,300.0,112.22984936703143,106.45366755701662,57.19899413395429,0.0,116.1533432006836,34.99610949483288,30.75944322449356,23.200176095643098,56,194,112.69567422954894,113.0,25.31025418038087
CI050104,0.0,182.0,68.68841447263867,64.0,35.48711910987148,0.0,75.53436279296875,21.315202810306534,17.28738090663394,15.351950603487055,44,151,88.98059013614451,87.0,23.936226509539416
CI050105,0.0,180.0,88.47312945368172,90.0,36.86806169907356,0.0,88.04518127441406,25.976383629193915,21.674528953822534,17.669633134497676,29,154,83.11167321395943,83.0,29.069671964888418
CI050201,0.0,166.0,73.92144470306273,73.0,33.766467957072884,0.0,66.66368103027344,18.857305904215977,14.806292044555812,13.92338203287559,20,108,53.94364874518931,52.0,18.235591526943175
CI050202,0.0,231.0,116.4456267051838,118.99999999999999,46.89088956090258,0.0,63.90228271484375,22.8535863713322,20.940229570733663,13.335493081934533,16,110,56.47401701171564,56.0,24.54328229338886
CI050203,0.0,241.0,94.8843673726999,92.99999999999999,42.25330903018129,0.0,62.69974136352539,17.900887327039285,16.876178711954466,10.158748106953109,14,107,67.05774790242353,69.0,18.48033322210398
CI050204,0.0,373.0,191.06198174715655,184.4,89.97316399173512,0.0,168.4794921875,56.880763169491395,41.42870389498197,40.98773946791625,44,237,113.96494585173625,101.0,45.677724364527485
CI050205,0.0,252.0,142.5858902036324,142.0,60.02665719649189,0.0,80.66829681396484,25.522954618192006,22.767517718849458,15.906791965679842,48,166,87.76046826270411,85.0,23.53136647022627
CI050301,0.0,222.0,81.34284580906343,77.0,39.78290650023686,0.0,78.7786865234375,16.77546143594364,14.273851271468818,12.827305875465298,0,156,38.48368514914598,33.0,27.95184056774763
CI050302,0.0,217.0,106.87464806666566,115.00000000000001,49.7499860465787,0.0,110.81698608398438,25.411024721184788,22.70968704223633,17.576414113681615,48,187,99.42707375390843,97.0,26.2615064121064
CI050303,0.0,231.0,89.98578249250427,83.99999999999999,46.488312108863674,0.0,76.338623046875,15.77988626805986,13.738549183101716,12.604582299877443,25,204,60.56517240255509,55.99999999999999,27.52055976217642
CI050304,0.0,154.0,76.351040155885,78.0,36.28549877868017,0.0,84.28795623779297,30.691795244174987,29.605363845825195,17.956915246742845,16,168,73.0454922887858,71.0,29.169799769975626
CI060101,0.0,138.0,76.32363539133429,78.0,32.13052143162197,0.0,100.90775299072266,26.847737003349327,20.2409780811889,21.423367550676502,33,191,85.23795821184383,79.0,28.89031510121911
CI060102,0.0,144.0,66.40935141179762,65.0,27.53515197004613,0.0,69.57032775878906,18.312874054246702,14.788213849067688,13.309125277628896,31,129,67.11946114062063,65.0,20.44072348847825
CI060103,0.0,137.0,62.38935470282631,62.0,28.799476058273562,0.0,53.438053131103516,14.20919289470181,12.608375553875804,9.94897159357281,12,80,35.23878201913626,34.0,12.220600002008792
CI060104,0.0,110.0,51.331439622869574,53.0,25.918461001758306,0.0,52.51485061645508,12.26394002436943,11.069785106329272,10.177348349322864,29,95,47.01112051251056,45.0,13.282781461360742
CI060105,0.0,148.0,76.50290436918144,79.0,30.928261609081108,0.0,66.4259033203125,22.609354317581207,18.218251320967557,14.718651970621352,22,117,62.01667726231635,57.99999999999999,20.981128573856243
CI060201,0.0,140.0,58.99253827076025,59.0,31.472880901346702,0.0,72.00190734863281,20.331951528295694,15.349273103804583,16.881178877859096,46,207,105.90962541691611,98.00000000000001,33.619559261137816
CI060202,0.0,134.0,65.34139116234026,61.00000000000001,31.702038590293164,0.0,70.00675964355469,21.84461563953847,16.23320141757827,16.682053258442874,21,120,60.03999164467065,58.0,21.48311982545746
CI060301,0.0,133.0,58.83261781253497,58.0,26.383394826202494,0.0,64.8655776977539,16.2349084125832,13.320635972389415,12.365606318866172,13,116,43.060530161582165,40.99999999999999,18.24664641179488
CI060302,0.0,113.0,51.547130883301065,53.00000000000001,22.94216327021572,0.0,65.00508117675781,16.007080676073162,12.27060468793543,13.703664299208512,24,107,54.59561573178591,52.0,17.34873956163312
CI060303,0.0,313.0,93.73694718408278,88.77777777777777,51.16290276586465,0.0,136.7818603515625,40.997736360831915,31.396784274838506,31.080593817779754,52,225,125.64937509625962,119.0,40.60034166610454
CI060304,0.0,122.0,50.983292323915826,50.00000000000001,23.11985837020988,0.0,61.53279113769531,18.377952702631877,14.105603218078613,13.182983463405302,55,149,93.49715497165958,91.0,19.672848140134334
CI060401,0.0,213.0,72.89478943995555,73.0,35.609052549533075,0.0,100.0127182006836,20.22082579485572,14.283519942047155,18.59469763871742,6,132,45.333051003168386,41.0,24.19822634857841
CI060402,11.0,169.0,67.2396750383284,64.0,32.60075106171563,1.1058917045593262,83.58551788330078,17.731745997989943,13.78354723202555,16.0213617870467,17,131,59.57562155241904,56.0,21.32761784148124
CI060403,0.0,179.0,88.20808353447,89.0,38.73198777728498,0.0,129.3594512939453,36.273349600508546,32.24087488571269,26.168154596674754,21,220,92.68827697178887,85.0,45.346518452802606
CI060404,0.0,318.0,100.86980485402599,86.15762578616352,63.68431445487519,0.0,121.62914276123047,32.14442075368414,25.231403059833756,24.966826508935853,31,205,96.72434325395844,93.0,35.14948273945731
CI070101,0.0,366.0,184.93163251032553,180.49217527386543,82.38890729863049,0.0,146.5668487548828,44.35100516420861,39.5546023703029,28.120414203182747,84,247,152.06996262475803,152.00000000000003,30.367739599237208
CI070102,0.0,324.0,142.1192082456726,132.65169882192248,70.19247310067496,0.0,117.97576141357422,35.42387939362288,30.241661399219172,24.554368298681588,62,222,131.62634143564344,128.99999999999997,33.63831826304073
CI070201,0.0,238.0,100.04125448656224,84.0,59.82249699730183,0.0,96.90473937988281,24.48960606242335,20.145604653141394,19.002325958640785,35,173,73.70400179462486,70.0,24.00461295793255
CI070202,15.0,314.0,162.36589357975467,162.6499747091553,52.68788721189345,1.626922607421875,134.28384399414062,42.16678859933372,36.46195204756522,25.055602908541243,48,187,92.39476354412024,84.00000000000001,28.933392830183873
CI070301,0.0,306.0,144.6129641063876,146.63225718936516,63.324930740236965,0.0,142.25843811035156,40.05446451187535,32.5062357036105,28.130887287084978,60,246,120.12548590157321,115.0,33.26209226638913
CI070302,0.0,417.0,181.99593194597637,182.6153846153846,88.82620790869372,0.0,166.756103515625,63.26444867922771,55.53014834278609,42.46091410048575,43,347,160.57416514491328,156.56469784909527,69.47341886748856
CI070303,0.0,485.0,163.06465915114933,148.5,98.19926010497245,0.0,138.74008178710938,39.833958712613935,34.35827725961668,29.144126422331503,86,391,221.31410586721907,208.51523887973642,69.09508163656076
CI070304,0.0,244.0,113.08952763951606,110.0,51.762594105096134,0.0,128.8222198486328,28.60204471078443,23.43340186953096,21.59248387222535,62,241,125.99628506444277,122.0,32.16946999253717
CI070305,0.0,272.0,132.68868237636931,134.375,63.960478545626586,0.0,133.62889099121094,35.096721490490985,28.48513757636385,24.754901807761854,59,246,135.40110279697086,134.0,43.71963493207917
CI080101,0.0,253.0,117.41665968523725,112.0,59.53296393064336,0.0,102.67138671875,33.82567367227313,31.798556861036527,19.346616635369404,94,246,146.4727245526898,143.0,31.949033456612256
CI080102,0.0,337.0,131.66643439098877,126.50655711802811,64.12562166386586,0.0,134.95713806152344,29.62577255629744,25.57418019395774,20.686706591425132,50,270,123.26971153763654,118.0,35.54454595463629
CI080103,0.0,246.0,132.27347284181505,137.0,48.04549422377145,0.0,122.91978454589844,38.47831986267488,33.24771425560389,23.938576207211877,74,269,166.8045853923547,171.00000000000003,45.138870055633
CI080104,0.0,706.0,320.9983486420473,309.4603475161506,166.1708095306005,0.0,385.5748596191406,138.73385163364782,123.0357403318988,89.72842988373294,45,528,249.05885139727647,244.53676248108923,107.19496852225389
CI080105,0.0,333.0,178.5479879161888,176.62305229455708,72.96465135842895,0.0,152.81187438964844,54.55390377018296,49.43227915155807,28.592451146227408,49,305,198.82521860943868,206.45833333333334,51.98073785871951
CI080201,0.0,210.0,104.74751159644381,101.0,45.95406783994819,0.0,129.45692443847656,37.76541638576218,31.48175447070038,26.10149857419368,151,337,207.14241882489384,197.0,40.07782387490018
CI080202,0.0,156.0,76.12213202805138,75.0,35.385270224353754,0.0,92.52679443359375,16.17731177487224,13.71716238147062,12.535091460207028,102,208,133.29105861607673,131.0,16.934384236852633
CI080203,0.0,140.0,78.1144782059467,84.0,31.232428398389636,0.0,133.61024475097656,25.266476784081345,18.52976651946302,22.761051550911947,118,253,151.37065511199248,145.0,27.189662398353935
CI080204,0.0,183.0,85.92410666704559,87.0,35.72162664042843,0.0,75.52096557617188,21.729282922559495,18.778676925723232,13.293844016154912,112,205,151.78314160455312,151.00000000000003,20.838984118547966
