ADM3_PCODE,Walking_Only_Travel_Time_to_Healthcare_min,Walking_Only_Travel_Time_to_Healthcare_max,Walking_Only_Travel_Time_to_Healthcare_mean,Walking_Only_Travel_Time_to_Healthcare_median,Walking_Only_Travel_Time_to_Healthcare_stdDev,Motorized_Travel_Time_to_Healthcare_min,Motorized_Travel_Time_to_Healthcare_max,Motorized_Travel_Time_to_Healthcare_mean,Motorized_Travel_Time_to_Healthcare_median,Motorized_Travel_Time_to_Healthcare_stdDev,Travel_Time_to_Cities_min,Travel_Time_to_Cities_max,Travel_Time_to_Cities_mean,Travel_Time_to_Cities_median,Travel_Time_to_Cities_stdDev
TG020503,0.0,110.0,58.53152060962938,59.0,26.93066599575764,0.0,21.054563522338867,6.2832139246720615,4.893169403076172,4.8562994067705345,16,46,25.147298233460347,25.0,6.467781655752247
TG020504,53.0,169.0,118.6173595505618,122.0,25.54437262547722,3.568742036819458,49.9384765625,14.370110373885446,9.318210550533827,8.985839846856829,20,76,36.70702247191012,34.0,11.555983565096533
TG020505,84.0,219.0,158.7029537149818,163.0,27.601757904700865,8.533793449401855,31.76737403869629,19.57786056511876,19.541433510295846,4.141631906435304,42,101,71.7834957369062,72.0,13.304706078361443
TG020506,0.0,87.0,48.11864406779661,50.0,22.15954772903896,0.0,28.522029876708984,7.481802511477641,4.9637980461120605,6.8217343338059475,16,50,28.141437755698423,28.0,9.281103861550571
TG020507,71.0,240.0,159.1201525262154,154.0,40.00791071913394,5.532543182373047,68.44165802001953,29.86635988448208,26.78750991821289,14.235083842986638,28,107,64.67058150619638,64.0,20.43332232303462
TG020508,59.0,194.0,134.2755940158404,137.99999999999997,29.203972643128363,8.459334373474121,56.50433349609375,19.888138309559693,16.38390827178955,11.682569776479465,35,89,53.58013102571626,51.0,13.026761222057775
TG020509,69.0,221.0,156.7857824644334,160.0,33.505624296588365,16.222484588623047,58.05486297607422,32.98558344775331,31.876325607299805,8.073952741670768,74,146,114.04686150629519,115.0,14.950521702387318
TG020510,0.0,153.0,82.31723118090275,82.0,33.190244682362255,0.0,84.40077209472656,26.80079333454898,19.15781084696452,21.337537656796766,12,108,47.97626927681148,38.0,26.357704953559438
TG020511,57.0,197.0,119.60335977601495,117.0,36.19104849821517,11.540262222290039,58.36625289916992,26.270906345476018,24.943607330322266,12.347112926169379,73,125,97.98768082127862,96.0,14.722899618595935
TG020512,0.0,206.0,86.72785787847585,84.00000000000001,46.564687069850116,0.0,63.159847259521484,18.07305564650792,14.423826236852864,13.792640447153563,30,124,64.21329671587138,62.0,19.65349273591935
TG020513,88.0,195.0,149.38784364261173,150.0,19.73195470857091,8.259129524230957,31.36233139038086,18.272032999951417,17.79974801599892,4.116571661491026,42,103,69.32779209621994,68.0,16.607339068541354
TG020514,45.0,108.0,71.74250197316496,71.0,14.926326573442086,4.848837852478027,41.21393585205078,15.750537752540634,8.874429702758789,12.052419734157583,26,76,42.77426992896607,36.0,14.274367788367222
TG020601,64.0,297.0,168.67125722732627,171.0,53.648211019622984,15.994275093078613,80.15637969970703,36.86219919957151,34.097696573142244,13.050709187446373,35,139,73.35069139082759,72.0,20.696374683292643
TG020602,0.0,222.0,102.00679128474034,100.0,49.913413916112525,0.0,36.34696578979492,15.023596031641732,15.117645910808019,8.069640341576264,34,102,69.75297869217738,70.0,14.19766523345639
TG020603,162.0,334.0,243.39099435717563,240.0,40.644549846591325,16.27467918395996,60.504173278808594,30.176586212318483,28.61427067870497,7.780206918164555,61,106,87.32316608204967,88.0,8.8068171671737
TG020604,0.0,268.0,112.75700820340087,116.50188111361925,56.04362382745345,0.0,51.221214294433594,15.761553307199714,14.402632157592212,10.015971497869938,28,99,52.1797278209377,51.0,14.354056623677744
TG020605,90.0,285.0,198.33623877443213,203.99999999999997,39.73632789733743,10.400555610656738,92.87901306152344,44.405229859476094,44.54488754272461,16.90397560626393,57,155,115.14512531548978,119.99999999999999,24.792119352464493
TG020606,0.0,211.0,96.80538825205623,99.0,46.757890429961854,0.0,86.96873474121094,26.149008832454843,19.289828701748874,19.919966136150226,56,150,100.06353215465312,99.00000000000001,20.59191054869246
TG020607,151.0,405.0,305.408498029319,318.0,56.71301113324355,16.854799270629883,67.8285140991211,37.143552930908,37.11247024536133,9.761094403803066,48,122,84.51731080046504,85.0,12.516142228845498
TG020608,21.0,347.0,198.55969089854202,218.24519230769235,94.60345092672938,2.193204402923584,83.55840301513672,28.96241044255326,23.648213386535645,19.470076201250446,30,126,54.9965929711513,48.00000000000001,20.275572737320854
TG020609,62.0,199.0,120.28470325304194,118.0,36.83444067366326,6.432448863983154,45.455055236816406,16.633580683092926,14.89027541070371,8.258372236946894,63,119,84.6723988080457,84.00000000000001,11.268931748880327
TG020701,43.0,212.0,122.32065739570166,116.0,42.457198725549596,4.586487770080566,47.82733917236328,14.172295512092095,12.621650218963623,7.952491598922715,12,72,31.499216182048034,30.0,12.765896989642606
TG020702,0.0,164.0,82.04037680580521,82.0,43.90841610384041,0.0,30.800060272216797,7.8074467196246164,6.057185649871826,5.697025852285351,0,40,12.35483656214633,11.999999999999998,8.655769344839266
TG020703,0.0,53.0,28.40070067878257,26.0,11.663163582693054,0.0,14.859478950500488,3.5329836064964724,2.4185845851898193,2.8107243222896083,1,17,6.425662360411648,5.0,3.685526253457157
TG020704,0.0,164.0,69.16145540021053,63.0,37.674243222684055,0.0,75.82516479492188,20.1464975296025,13.696341923304967,18.0103390900322,21,113,51.63313826791701,45.99999999999999,20.024785364854527
TG020705,15.0,103.0,62.54218690881573,62.0,19.90880055418138,1.5580244064331055,22.807313919067383,10.074797450760936,8.887840270996094,4.85863203152364,18,70,38.47377979568673,36.0,11.702516018909755
TG020706,0.0,95.0,31.87683982683982,30.999999999999996,21.83451996300702,0.0,31.812257766723633,4.0651155090790025,3.0379596981476613,5.066925661585931,0,38,7.574783549783548,5.0,7.69848315796224
TG020707,10.0,99.0,55.175186882083445,53.0,20.977997733074734,0.9977325201034546,28.470680236816406,9.276523155406613,8.133849143981934,6.609776075813482,16,57,27.1632505425609,25.0,9.850179778393219
TG020708,0.0,143.0,85.61586833980118,83.0,33.43887539772183,0.0,50.319732666015625,12.935634880309989,10.894286473592123,10.137106182190019,1,71,23.78979123587231,22.0,14.292407181224176
TG020709,0.0,119.0,75.0963558106169,79.0,24.902466534585937,0.0,51.974334716796875,14.588984916282005,10.161996841430664,10.9088762465266,1,64,21.757532281205158,18.0,14.84804098147814
TG020710,0.0,95.0,49.00239808153479,42.0,25.85267162584761,0.0,17.668283462524414,5.81867246613346,4.920194625854492,3.9280186998347046,6,29,13.643884892086328,13.0,5.451943159143014
